"target_table","source_column","source_type","target_column","target_type","transform_rule","casing_type","include_flag","required_flag","default_value","key_role","notes"
"well_production_summary","","text","last_12_mo_total_oil_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_cnd_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_wtr_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_sales_boe_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_gases_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_helium_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_hydrogen_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_nitrogen_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_co2_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_mktbl_gas_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_sales_gas_energy_mmbtu","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_sales_lite_mix_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_sales_ethane_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_sales_propane_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_sales_butane_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_total_sales_pentane_plus_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_gas_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_oil_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_cnd_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_wtr_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_boe_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_sales_boe_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_total_gases_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_helium_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_hydrogen_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_nitrogen_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_co2_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_mktbl_gas_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_sales_gas_energy_mmbtu_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_sales_lite_mix_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_sales_ethane_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_sales_propane_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_sales_butane_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_dly_avg_sales_pentane_plus_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_ave_gor_scf_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_ave_wc_perct","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_ave_cgr_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_ave_watergas_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_ave_watertotal_gases_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_ave_gastotal_gases_ratio_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_ave_heliumtotal_gases_ratio_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_ave_hydrogentotal_gases_ratio_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_ave_nitrogentotal_gases_ratio_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_ave_co2total_gases_ratio_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_hydrocarbon_liq_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_heavy_liq_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_hydrocarbon_liq_wt_perct","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_plant_gas_yield_perct","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_plant_liq_yield_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_liqgas_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_heavygas_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","last_12_mo_pentanesgas_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_gas_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_oil_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_cnd_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_wtr_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_sales_boe_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_gases_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_helium_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_hydrogen_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_nitrogen_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_co2_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_mktbl_gas_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_sales_gas_energy_mmbtu","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_sales_lite_mix_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_sales_ethane_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_sales_propane_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_sales_butane_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_total_sales_pentane_plus_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_gas_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_oil_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_cnd_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_wtr_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_boe_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_sales_boe_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_total_gases_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_total_helium_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_total_hydrogen_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_total_nitrogen_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_total_co2_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_mktbl_gas_mcf_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_sales_gas_energy_mmbtu_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_sales_lite_mix_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_sales_ethane_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_sales_propane_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_sales_butane_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_dly_avg_sales_pentane_plus_bbl_day","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_ave_gor_scf_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_ave_wc_perct","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_ave_cgr_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_ave_watergas_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_ave_watertotal_gases_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_ave_gastotal_gases_ratio_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_ave_heliumtotal_gases_ratio_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_ave_hydrogentotal_gases_ratio_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_ave_nitrogentotal_gases_ratio_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_ave_co2total_gases_ratio_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_hydrocarbon_liq_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_heavy_liq_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_hydrocarbon_liq_wt_perct","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_plant_gas_yield_perct","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_plant_liq_yield_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_liqgas_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_heavygas_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","most_recent_12_mo_pentanesgas_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_gor_prod_scf_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_wc_perct_prod","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_cgr_prod_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_watergas_ratio_prod_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_watertotal_gases_ratio_prod_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_gastotal_gases_ratio_prod_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_heliumtotal_gases_ratio_prod_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_hydrogentotal_gases_ratio_prod_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_nitrogentotal_gases_ratio_prod_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_co2total_gases_ratio_prod_mcf_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_hydrocarbon_liq_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_heavy_liq_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_hydrocarbon_liq_wt_perct","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_plant_gas_yield_perct","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_plant_liq_yield_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_liqgas_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_heavygas_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_pentanesgas_ratio_bbl_mmcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_recovered_load_water_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_recovered_load_oil_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","cumulative_recovered_load_condensate_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","load_fluid_remaining_load_water_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","load_fluid_remaining_load_oil_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","load_fluid_remaining_load_condensate_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","disp_cumulative_brackish_water_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","disp_cumulative__condensate_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","disp_cumulative_gas_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","disp_cumulative_oil_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","disp_cumulative_pentane_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","disp_cumulative_source_water_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","disp_cumulative_waste_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","disp_cumulative_water_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","rec_cumulative_condensate_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","rec_cumulative_gas_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","rec_cumulative_oil_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","rec_cumulative_water_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","roy_cumulative_oil_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","roy_cumulative_condensate_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","flare_cumulative_gas_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","fuel_cumulative_gas_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_production_summary","","text","vent_cumulative_gas_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_injection_summary","prod_inject_frmtn","text","prod_inject_frmtn","text","trim_text","","Y","N","","attribute",""
"well_injection_summary","first_inject_yyyy_mm","text","first_inject_yyyy_mm","text","trim_text","","Y","N","","attribute",""
"well_injection_summary","last_inject_yyyy_mm","text","last_inject_yyyy_mm","text","trim_text","","Y","N","","attribute",""
"well_injection_summary","on_inject_yyyy_mm_dd","text","on_inject_yyyy_mm_dd","date","to_date_or_null({source_column})","","Y","N","","attribute",""
"well_injection_summary","prod_inject_frmtn","text","prod_inject_frmtn","text","trim_text","","Y","N","","attribute",""
"well_injection_summary","","text","cumulative_gas_inject_mcf","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_injection_summary","","text","cumulative_wtr_inject_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_injection_summary","","text","cumulative_steam_inject_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_injection_summary","","text","cumulative_injected_load_water_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_injection_summary","","text","cumulative_injected_load_oil_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
"well_injection_summary","","text","cumulative_injected_load_condensate_bbl","double precision","nullif(trim({source_column}), '')::double precision","","Y","N","","attribute",""
